playerID,Name,yearID,G,AB,R,H,2B,3B,HR,RBI,BB,IBB,HBP
wheatza01,Zack Wheat,1916,149,568,76,177,32,13,9,73.0,43,0.0,6.0
hornsro01,Rogers Hornsby,1916,139,495,63,155,17,15,6,65.0,40,0.0,4.0
schalra01,Ray Schalk,1916,129,410,36,95,12,9,0,41.0,41,0.0,6.0
grimebu01,Burleigh Grimes,1916,6,17,1,3,0,0,0,0.0,0,0.0,0.0
wallabo01,Bobby Wallace,1916,14,18,0,5,0,0,0,1.0,2,0.0,0.0
wagneho01,Honus Wagner,1916,123,432,45,124,15,9,1,39.0,34,0.0,8.0
hoopeha01,Harry Hooper,1916,151,575,75,156,20,11,1,37.0,80,0.0,1.0
eversjo01,Johnny Evers,1916,71,241,33,52,4,1,0,15.0,40,0.0,1.0
kellyge01,High Pockets Kelly,1916,49,76,4,12,2,1,0,3.0,6,0.0,0.0
rixeyep01,Eppa Rixey,1916,38,97,6,15,3,0,0,9.0,2,0.0,1.0
planked01,Eddie Plank,1916,37,81,3,15,1,0,0,5.0,4,0.0,0.0
faberre01,Red Faber,1916,35,63,4,6,0,0,0,2.0,5,0.0,1.0
ricesa01,Sam Rice,1916,58,197,26,59,8,3,1,17.0,15,0.0,1.0
bendech01,Chief Bender,1916,28,43,2,12,4,0,0,5.0,3,0.0,0.0
ruthba01,Babe Ruth,1916,67,136,18,37,5,3,3,15.0,10,0.0,0.0
roushed01,Edd Roush,1916,39,69,4,13,0,1,0,5.0,1,0.0,0.0
roushed01,Edd Roush,1916,69,272,34,78,7,14,0,15.0,13,0.0,7.0
speaktr01,Tris Speaker,1916,151,546,102,211,41,8,2,79.0,82,0.0,4.0
covelst01,Stan Coveleski,1916,45,75,8,13,1,2,1,5.0,1,0.0,0.0
crawfsa01,Sam Crawford,1916,100,322,41,92,11,13,0,42.0,37,0.0,0.0
careyma01,Max Carey,1916,154,599,90,158,23,11,7,42.0,59,0.0,7.0
pennohe01,Herb Pennock,1916,11,8,0,1,0,0,0,0.0,1,0.0,0.0
johnswa01,Walter Johnson,1916,58,142,13,32,2,4,1,7.0,11,0.0,1.0
alexape01,Pete Alexander,1916,49,138,10,33,7,4,0,9.0,5,0.0,0.0
marquru01,Rube Marquard,1916,36,63,3,9,0,1,0,5.0,4,0.0,0.0
brownmo01,Mordecai Brown,1916,12,16,2,4,0,0,0,0.0,1,0.0,0.0
tinkejo01,Joe Tinker,1916,7,10,0,1,0,0,0,1.0,1,0.0,0.0
mathech01,Christy Mathewson,1916,1,5,1,3,1,0,0,1.0,0,0.0,0.0
walshed01,Ed Walsh,1916,2,0,0,0,0,0,0,0.0,0,0.0,0.0
kellyge01,High Pockets Kelly,1917,11,7,0,0,0,0,0,0.0,0,0.0,0.0
crawfsa01,Sam Crawford,1917,61,104,6,18,4,0,2,12.0,4,0.0,0.0
walshed01,Ed Walsh,1917,4,4,1,1,0,0,0,0.0,1,0.0,1.0
youngro01,Ross Youngs,1917,7,26,5,9,2,3,0,1.0,1,0.0,0.0
alexape01,Pete Alexander,1917,47,139,17,30,8,2,1,13.0,3,0.0,0.0
marquru01,Rube Marquard,1917,37,75,6,15,2,0,0,4.0,3,0.0,0.0
rixeyep01,Eppa Rixey,1917,39,94,3,18,2,0,0,6.0,0,0.0,0.0
pennohe01,Herb Pennock,1917,24,24,2,4,0,0,0,2.0,7,0.0,1.0
ruthba01,Babe Ruth,1917,52,123,14,40,6,3,2,12.0,12,0.0,0.0
covelst01,Stan Coveleski,1917,46,97,1,13,2,1,0,4.0,3,0.0,0.0
grimebu01,Burleigh Grimes,1917,42,69,7,16,3,0,0,4.0,2,0.0,0.0
wagneho01,Honus Wagner,1917,74,230,15,61,7,1,0,24.0,24,0.0,1.0
roushed01,Edd Roush,1917,136,522,82,178,19,14,4,67.0,27,0.0,5.0
careyma01,Max Carey,1917,155,588,82,174,21,12,1,51.0,58,0.0,10.0
johnswa01,Walter Johnson,1917,57,130,15,33,12,1,0,15.0,9,0.0,2.0
maranra01,Rabbit Maranville,1917,142,561,69,146,19,13,3,43.0,40,0.0,2.0
planked01,Eddie Plank,1917,20,38,0,4,1,0,0,2.0,3,0.0,1.0
ricesa01,Sam Rice,1917,155,586,77,177,25,7,0,69.0,50,0.0,3.0
kellyge01,High Pockets Kelly,1917,8,23,2,2,0,1,0,0.0,1,0.0,0.0
bancrda01,Dave Bancroft,1917,127,478,56,116,22,5,4,43.0,44,0.0,0.0
schalra01,Ray Schalk,1917,140,424,48,96,12,5,2,51.0,59,0.0,7.0
eversjo01,Johnny Evers,1917,56,183,20,41,5,1,1,12.0,30,0.0,0.0
eversjo01,Johnny Evers,1917,24,83,5,16,0,0,0,0.0,13,0.0,0.0
speaktr01,Tris Speaker,1917,142,523,90,184,42,11,2,60.0,67,0.0,7.0
wallabo01,Bobby Wallace,1917,8,10,0,1,0,0,0,2.0,0,0.0,0.0
faberre01,Red Faber,1917,41,69,1,4,1,0,0,2.0,10,0.0,0.0
wheatza01,Zack Wheat,1917,109,362,38,113,15,11,1,41.0,20,0.0,2.0
bendech01,Chief Bender,1917,20,39,3,8,0,0,1,4.0,2,0.0,0.0
collied01,Eddie Collins,1917,156,564,91,163,18,12,0,67.0,89,0.0,3.0
cobbty01,Ty Cobb,1917,152,588,107,225,44,24,6,102.0,61,0.0,4.0
bakerfr01,Home Run Baker,1917,146,553,57,156,24,2,6,71.0,48,0.0,5.0
hoopeha01,Harry Hooper,1917,151,559,89,143,21,11,3,45.0,80,0.0,6.0
hornsro01,Rogers Hornsby,1917,145,523,86,171,24,17,8,66.0,45,0.0,4.0
heilmha01,Harry Heilmann,1917,150,556,57,156,22,11,5,86.0,41,0.0,3.0
sislege01,George Sisler,1917,135,539,60,190,30,9,2,52.0,30,0.0,3.0
alexape01,Pete Alexander,1918,3,10,1,1,0,0,0,0.0,0,0.0,0.0
bancrda01,Dave Bancroft,1918,125,499,69,132,19,4,0,26.0,54,0.0,1.0
youngro01,Ross Youngs,1918,121,474,70,143,16,8,1,25.0,44,0.0,6.0
schalra01,Ray Schalk,1918,108,333,35,73,6,3,0,22.0,36,0.0,3.0
bakerfr01,Home Run Baker,1918,126,504,65,154,24,5,6,62.0,38,0.0,2.0
grimebu01,Burleigh Grimes,1918,41,90,5,18,2,1,0,4.0,3,0.0,0.0
marquru01,Rube Marquard,1918,34,76,0,13,2,0,0,3.0,2,0.0,1.0
heilmha01,Harry Heilmann,1918,79,286,34,79,10,6,5,39.0,35,0.0,2.0
haineje01,Jesse Haines,1918,1,1,0,1,0,0,0,0.0,0,0.0,0.0
cobbty01,Ty Cobb,1918,111,421,83,161,19,14,3,64.0,41,0.0,2.0
ruthba01,Babe Ruth,1918,95,317,50,95,26,11,11,66.0,58,0.0,2.0
speaktr01,Tris Speaker,1918,127,471,73,150,33,11,0,61.0,64,0.0,3.0
vanceda01,Dazzy Vance,1918,2,0,0,0,0,0,0,0.0,0,0.0,0.0
roushed01,Edd Roush,1918,113,435,61,145,18,10,5,62.0,22,0.0,2.0
hoytwa01,Waite Hoyt,1918,1,1,0,0,0,0,0,0.0,0,0.0,0.0
maranra01,Rabbit Maranville,1918,11,38,3,12,0,1,0,3.0,4,0.0,0.0
wallabo01,Bobby Wallace,1918,32,98,3,15,1,0,0,4.0,6,0.0,0.0
collied01,Eddie Collins,1918,97,330,51,91,8,2,2,30.0,73,0.0,0.0
careyma01,Max Carey,1918,126,468,70,128,14,6,3,48.0,62,0.0,4.0
wheatza01,Zack Wheat,1918,105,409,39,137,15,3,0,51.0,16,0.0,6.0
sislege01,George Sisler,1918,114,452,69,154,21,9,2,41.0,40,0.0,5.0
hoopeha01,Harry Hooper,1918,126,474,81,137,26,13,1,44.0,75,0.0,4.0
johnswa01,Walter Johnson,1918,65,150,10,40,4,4,1,18.0,9,0.0,3.0
jennihu01,Hughie Jennings,1918,1,0,0,0,0,0,0,0.0,0,0.0,0.0
faberre01,Red Faber,1918,11,24,1,1,0,0,0,0.0,3,0.0,0.0
ricesa01,Sam Rice,1918,7,23,3,8,1,0,0,3.0,2,0.0,0.0
covelst01,Stan Coveleski,1918,38,110,6,21,4,0,0,3.0,2,0.0,0.0
hornsro01,Rogers Hornsby,1918,115,416,51,117,19,11,5,60.0,40,0.0,3.0
kellyge01,High Pockets Kelly,1919,32,107,12,31,6,2,1,14.0,3,0.0,1.0
hoopeha01,Harry Hooper,1919,128,491,76,131,25,6,3,49.0,79,0.0,5.0
covelst01,Stan Coveleski,1919,43,94,10,20,5,1,0,6.0,13,0.0,0.0
hornsro01,Rogers Hornsby,1919,138,512,68,163,15,9,8,71.0,48,0.0,7.0
heilmha01,Harry Heilmann,1919,140,537,74,172,30,15,8,93.0,37,0.0,2.0
hoytwa01,Waite Hoyt,1919,13,38,1,5,0,0,0,3.0,0,0.0,0.0
maranra01,Rabbit Maranville,1919,131,480,44,128,18,10,5,43.0,36,0.0,1.0
wheatza01,Zack Wheat,1919,137,536,70,159,23,11,5,62.0,33,0.0,6.0
pennohe01,Herb Pennock,1919,32,75,7,13,4,0,0,7.0,6,0.0,2.0
marquru01,Rube Marquard,1919,8,23,1,6,2,0,0,3.0,0,0.0,0.0
ruthba01,Babe Ruth,1919,130,432,103,139,34,12,29,114.0,101,0.0,6.0
youngro01,Ross Youngs,1919,130,489,73,152,31,7,2,43.0,51,0.0,7.0
bakerfr01,Home Run Baker,1919,141,567,70,166,22,1,10,83.0,44,0.0,2.0
friscfr01,Frankie Frisch,1919,54,190,21,43,3,2,2,24.0,4,0.0,0.0
johnswa01,Walter Johnson,1919,56,125,13,24,1,3,1,8.0,12,0.0,0.0
cobbty01,Ty Cobb,1919,124,497,92,191,36,13,1,70.0,38,0.0,1.0
rixeyep01,Eppa Rixey,1919,23,47,3,7,2,0,0,2.0,1,0.0,1.0
roushed01,Edd Roush,1919,133,504,73,162,19,12,4,71.0,42,0.0,6.0
speaktr01,Tris Speaker,1919,134,494,83,146,38,12,2,63.0,73,0.0,8.0
grimebu01,Burleigh Grimes,1919,26,69,8,17,4,0,0,12.0,0,0.0,0.0
faberre01,Red Faber,1919,25,54,8,10,0,0,0,4.0,6,0.0,0.0
alexape01,Pete Alexander,1919,30,70,6,12,1,0,0,4.0,10,0.0,0.0
schalra01,Ray Schalk,1919,131,394,57,111,9,3,0,34.0,51,0.0,2.0
collied01,Eddie Collins,1919,140,518,87,165,19,7,4,80.0,68,0.0,2.0
sislege01,George Sisler,1919,132,511,96,180,31,15,10,83.0,27,0.0,5.0
ricesa01,Sam Rice,1919,141,557,80,179,23,9,3,71.0,42,0.0,7.0
bancrda01,Dave Bancroft,1919,92,335,45,91,13,7,0,25.0,31,0.0,0.0
careyma01,Max Carey,1919,66,244,41,75,10,2,0,9.0,25,0.0,2.0
maranra01,Rabbit Maranville,1920,134,493,48,131,19,15,1,43.0,28,0.0,0.0
hornsro01,Rogers Hornsby,1920,149,589,96,218,44,20,9,94.0,60,0.0,3.0
hoytwa01,Waite Hoyt,1920,22,43,3,5,0,1,0,0.0,1,0.0,0.0
sislege01,George Sisler,1920,154,631,137,257,49,18,19,122.0,46,0.0,2.0
faberre01,Red Faber,1920,40,104,10,11,1,0,0,1.0,19,0.0,0.0
pennohe01,Herb Pennock,1920,38,77,7,20,3,0,0,6.0,9,0.0,1.0
traynpi01,Pie Traynor,1920,17,52,6,11,3,1,0,2.0,3,0.0,1.0
speaktr01,Tris Speaker,1920,150,552,137,214,50,11,8,107.0,97,0.0,5.0
covelst01,Stan Coveleski,1920,41,111,13,25,4,2,0,17.0,11,0.0,0.0
cobbty01,Ty Cobb,1920,112,428,86,143,28,8,2,63.0,58,0.0,2.0
collied01,Eddie Collins,1920,153,602,117,224,38,13,3,76.0,69,0.0,2.0
careyma01,Max Carey,1920,130,485,74,140,18,4,1,35.0,59,0.0,3.0
hoopeha01,Harry Hooper,1920,139,536,91,167,30,17,7,53.0,88,0.0,2.0
marquru01,Rube Marquard,1920,28,59,2,10,1,0,0,0.0,5,0.0,0.0
rixeyep01,Eppa Rixey,1920,43,101,6,25,0,1,1,8.0,2,0.0,2.0
ricesa01,Sam Rice,1920,153,624,83,211,29,9,3,80.0,39,0.0,4.0
johnswa01,Walter Johnson,1920,33,64,6,17,1,3,1,7.0,3,0.0,0.0
kellyge01,High Pockets Kelly,1920,155,590,69,157,22,11,11,94.0,41,0.0,6.0
alexape01,Pete Alexander,1920,46,118,9,27,4,1,1,14.0,11,0.0,0.0
youngro01,Ross Youngs,1920,153,581,92,204,27,14,6,78.0,75,0.0,2.0
ruthba01,Babe Ruth,1920,142,457,158,172,36,9,54,137.0,150,0.0,3.0
roushed01,Edd Roush,1920,149,579,81,196,22,16,4,90.0,42,0.0,3.0
seweljo01,Joe Sewell,1920,22,70,14,23,4,1,0,12.0,9,0.0,1.0
grimebu01,Burleigh Grimes,1920,43,111,9,34,8,3,0,16.0,8,0.0,1.0
bancrda01,Dave Bancroft,1920,108,442,79,132,29,7,0,31.0,33,0.0,1.0
bancrda01,Dave Bancroft,1920,42,171,23,51,7,2,0,5.0,9,0.0,1.0
wheatza01,Zack Wheat,1920,148,583,89,191,26,13,9,73.0,48,0.0,6.0
heilmha01,Harry Heilmann,1920,145,543,66,168,28,5,9,89.0,39,0.0,2.0
friscfr01,Frankie Frisch,1920,110,440,57,123,10,10,4,77.0,20,0.0,0.0
schalra01,Ray Schalk,1920,151,485,64,131,25,5,1,61.0,68,0.0,2.0
haineje01,Jesse Haines,1920,48,108,6,19,5,0,1,2.0,3,0.0,0.0
traynpi01,Pie Traynor,1921,7,19,0,5,0,0,0,2.0,1,0.0,0.0
schalra01,Ray Schalk,1921,128,416,32,105,24,4,0,47.0,40,0.0,7.0
friscfr01,Frankie Frisch,1921,153,618,121,211,31,17,8,100.0,42,0.0,1.0
cuyleki01,Kiki Cuyler,1921,1,3,0,0,0,0,0,0.0,0,0.0,0.0
wheatza01,Zack Wheat,1921,148,568,91,182,31,10,14,85.0,44,0.0,3.0
hoytwa01,Waite Hoyt,1921,43,99,8,22,1,1,0,7.0,2,0.0,0.0
marquru01,Rube Marquard,1921,39,95,3,19,3,0,0,10.0,0,0.0,1.0
ricesa01,Sam Rice,1921,143,561,83,185,39,13,4,79.0,38,0.0,9.0
roushed01,Edd Roush,1921,112,418,68,147,27,12,4,71.0,31,0.0,5.0
maranra01,Rabbit Maranville,1921,153,612,90,180,25,12,1,70.0,47,0.0,3.0
cobbty01,Ty Cobb,1921,128,507,124,197,37,16,12,101.0,56,0.0,3.0
hoopeha01,Harry Hooper,1921,108,419,74,137,26,5,8,58.0,55,0.0,1.0
faberre01,Red Faber,1921,43,108,8,16,0,0,0,4.0,17,0.0,1.0
covelst01,Stan Coveleski,1921,43,116,3,18,5,1,0,16.0,4,0.0,0.0
grimebu01,Burleigh Grimes,1921,37,114,10,27,6,0,1,11.0,2,0.0,1.0
heilmha01,Harry Heilmann,1921,149,602,114,237,43,14,19,139.0,53,0.0,2.0
pennohe01,Herb Pennock,1921,32,85,9,18,8,0,1,11.0,6,0.0,1.0
seweljo01,Joe Sewell,1921,154,572,101,182,36,12,4,93.0,80,0.0,11.0
speaktr01,Tris Speaker,1921,132,506,107,183,52,14,3,75.0,68,0.0,2.0
bancrda01,Dave Bancroft,1921,153,606,121,193,26,15,6,67.0,66,0.0,4.0
johnswa01,Walter Johnson,1921,38,111,10,30,7,0,0,10.0,6,0.0,0.0
kellyge01,High Pockets Kelly,1921,149,587,95,181,42,9,23,122.0,40,0.0,3.0
gosligo01,Goose Goslin,1921,14,50,8,13,1,1,1,6.0,6,0.0,1.0
ruthba01,Babe Ruth,1921,152,540,177,204,44,16,59,171.0,145,0.0,4.0
rixeyep01,Eppa Rixey,1921,40,101,7,13,1,0,0,4.0,6,0.0,0.0
sislege01,George Sisler,1921,138,582,125,216,38,18,12,104.0,34,0.0,5.0
youngro01,Ross Youngs,1921,141,504,90,165,24,16,3,102.0,71,0.0,1.0
alexape01,Pete Alexander,1921,31,95,8,29,3,1,1,14.0,2,0.0,0.0
collied01,Eddie Collins,1921,139,526,79,177,20,10,2,58.0,66,0.0,2.0
hornsro01,Rogers Hornsby,1921,154,592,131,235,44,18,21,126.0,60,0.0,7.0
haineje01,Jesse Haines,1921,39,94,9,17,1,0,0,6.0,1,0.0,0.0
bakerfr01,Home Run Baker,1921,94,330,46,97,16,2,9,71.0,26,0.0,4.0
careyma01,Max Carey,1921,140,521,85,161,34,4,7,56.0,70,0.0,4.0
grimebu01,Burleigh Grimes,1922,36,93,15,22,3,1,0,11.0,9,0.0,0.0
cuyleki01,Kiki Cuyler,1922,1,0,0,0,0,0,0,0.0,0,0.0,0.0
schalra01,Ray Schalk,1922,142,442,57,124,22,3,4,60.0,67,0.0,3.0
bottoji01,Jim Bottomley,1922,37,151,29,49,8,5,5,35.0,6,0.0,2.0
jackstr01,Travis Jackson,1922,3,8,1,0,0,0,0,0.0,0,0.0,0.0
vanceda01,Dazzy Vance,1922,36,89,9,20,3,0,0,6.0,3,0.0,2.0
pennohe01,Herb Pennock,1922,32,65,5,9,1,1,0,2.0,4,0.0,0.0
hoopeha01,Harry Hooper,1922,152,602,111,183,35,8,11,80.0,68,0.0,5.0
rixeyep01,Eppa Rixey,1922,40,109,8,21,3,0,0,9.0,2,0.0,1.0
gosligo01,Goose Goslin,1922,101,358,44,116,19,7,3,53.0,25,0.0,3.0
hornsro01,Rogers Hornsby,1922,154,623,141,250,46,14,42,152.0,65,0.0,1.0
haineje01,Jesse Haines,1922,30,72,6,12,1,1,0,3.0,1,0.0,0.0
careyma01,Max Carey,1922,155,629,140,207,28,12,10,70.0,80,0.0,4.0
eversjo01,Johnny Evers,1922,1,3,0,0,0,0,0,1.0,2,0.0,0.0
roushed01,Edd Roush,1922,49,165,29,58,7,4,1,24.0,19,0.0,3.0
marquru01,Rube Marquard,1922,39,63,3,14,0,0,0,4.0,0,0.0,0.0
bancrda01,Dave Bancroft,1922,156,651,117,209,41,5,4,60.0,79,0.0,3.0
faberre01,Red Faber,1922,43,125,8,25,2,0,0,5.0,7,0.0,1.0
collied01,Eddie Collins,1922,154,598,92,194,20,12,1,69.0,73,0.0,3.0
johnswa01,Walter Johnson,1922,43,108,8,22,3,0,1,15.0,2,0.0,0.0
bakerfr01,Home Run Baker,1922,69,234,30,65,12,3,7,36.0,15,0.0,2.0
friscfr01,Frankie Frisch,1922,132,514,101,168,16,13,5,51.0,47,0.0,3.0
alexape01,Pete Alexander,1922,33,85,4,15,1,0,0,11.0,6,0.0,0.0
wheatza01,Zack Wheat,1922,152,600,92,201,29,12,16,112.0,45,0.0,7.0
ricesa01,Sam Rice,1922,154,633,91,187,37,13,6,69.0,48,0.0,2.0
heilmha01,Harry Heilmann,1922,118,455,92,162,27,10,21,92.0,58,0.0,3.0
hoytwa01,Waite Hoyt,1922,37,92,4,20,2,2,0,6.0,5,0.0,0.0
ruthba01,Babe Ruth,1922,110,406,94,128,24,8,35,99.0,84,0.0,1.0
maranra01,Rabbit Maranville,1922,155,672,115,198,26,15,0,63.0,61,0.0,2.0
hartnga01,Gabby Hartnett,1922,31,72,4,14,1,1,0,4.0,6,0.0,0.0
sislege01,George Sisler,1922,142,586,134,246,42,18,8,105.0,49,0.0,3.0
speaktr01,Tris Speaker,1922,131,426,85,161,48,8,11,71.0,77,0.0,1.0
traynpi01,Pie Traynor,1922,142,571,89,161,17,12,4,81.0,27,0.0,4.0
cobbty01,Ty Cobb,1922,137,526,99,211,42,16,4,99.0,55,0.0,4.0
covelst01,Stan Coveleski,1922,35,99,4,10,1,1,0,7.0,6,0.0,1.0
youngro01,Ross Youngs,1922,149,559,105,185,34,10,7,86.0,55,0.0,7.0
seweljo01,Joe Sewell,1922,153,558,80,167,28,7,2,83.0,73,0.0,6.0
kellyge01,High Pockets Kelly,1922,151,592,96,194,33,8,17,107.0,30,0.0,3.0
hoopeha01,Harry Hooper,1923,145,576,87,166,32,4,10,65.0,68,0.0,7.0
seweljo01,Joe Sewell,1923,153,553,98,195,41,10,3,109.0,98,0.0,7.0
youngro01,Ross Youngs,1923,152,596,121,200,33,12,3,87.0,73,0.0,5.0
rixeyep01,Eppa Rixey,1923,42,107,7,17,1,0,0,7.0,3,0.0,1.0
kellyge01,High Pockets Kelly,1923,145,560,82,172,23,5,16,103.0,47,0.0,1.0
heilmha01,Harry Heilmann,1923,144,524,121,211,44,11,18,115.0,74,0.0,5.0
ruthba01,Babe Ruth,1923,152,522,151,205,45,13,41,131.0,170,0.0,4.0
hartnga01,Gabby Hartnett,1923,85,231,28,62,12,2,8,39.0,25,0.0,3.0
bottoji01,Jim Bottomley,1923,134,523,79,194,34,14,8,94.0,45,0.0,4.0
covelst01,Stan Coveleski,1923,33,79,9,7,0,0,0,6.0,1,0.0,2.0
jackstr01,Travis Jackson,1923,96,327,45,90,12,7,4,37.0,22,0.0,0.0
hornsro01,Rogers Hornsby,1923,107,424,89,163,32,10,17,83.0,55,0.0,3.0
lyonste01,Ted Lyons,1923,9,5,0,1,0,0,0,1.0,1,0.0,0.0
wilsoha01,Hack Wilson,1923,3,10,0,2,0,0,0,0.0,0,0.0,0.0
faberre01,Red Faber,1923,33,69,7,15,3,0,1,5.0,10,0.0,0.0
pennohe01,Herb Pennock,1923,35,83,11,16,3,0,0,7.0,9,0.0,0.0
careyma01,Max Carey,1923,153,610,120,188,32,19,6,63.0,73,0.0,7.0
gosligo01,Goose Goslin,1923,150,600,86,180,29,18,9,99.0,40,0.0,3.0
alexape01,Pete Alexander,1923,39,111,10,24,3,1,1,10.0,1,0.0,0.0
collied01,Eddie Collins,1923,145,505,89,182,22,5,5,67.0,84,0.0,4.0
haineje01,Jesse Haines,1923,37,99,8,20,1,0,0,8.0,1,0.0,0.0
johnswa01,Walter Johnson,1923,42,93,11,18,3,3,0,13.0,4,0.0,0.0
manushe01,Heinie Manush,1923,109,308,59,103,20,5,4,54.0,20,0.0,17.0
marquru01,Rube Marquard,1923,38,86,4,12,0,0,0,3.0,0,0.0,0.0
friscfr01,Frankie Frisch,1923,151,641,116,223,32,10,12,111.0,46,0.0,4.0
maranra01,Rabbit Maranville,1923,141,581,78,161,19,9,1,41.0,42,0.0,1.0
roushed01,Edd Roush,1923,138,527,88,185,41,18,6,88.0,46,0.0,3.0
grimebu01,Burleigh Grimes,1923,40,126,15,30,3,1,0,15.0,7,0.0,1.0
cobbty01,Ty Cobb,1923,145,556,103,189,40,7,6,88.0,66,0.0,3.0
vanceda01,Dazzy Vance,1923,37,83,5,7,0,1,1,1.0,14,0.0,0.0
speaktr01,Tris Speaker,1923,150,574,133,218,59,11,17,130.0,93,0.0,4.0
traynpi01,Pie Traynor,1923,153,616,108,208,19,19,12,101.0,34,0.0,5.0
ricesa01,Sam Rice,1923,148,595,117,188,35,18,3,75.0,57,0.0,6.0
wheatza01,Zack Wheat,1923,98,349,63,131,13,5,8,65.0,23,0.0,2.0
bancrda01,Dave Bancroft,1923,107,444,80,135,33,3,1,31.0,62,0.0,1.0
hoytwa01,Waite Hoyt,1923,37,84,7,16,0,1,0,4.0,3,0.0,0.0
gehrilo01,Lou Gehrig,1923,13,26,6,11,4,1,1,9.0,2,0.0,0.0
cuyleki01,Kiki Cuyler,1923,11,40,4,10,1,1,0,2.0,5,0.0,1.0
schalra01,Ray Schalk,1923,123,382,42,87,12,2,1,44.0,39,0.0,4.0
terrybi01,Bill Terry,1923,3,7,1,1,0,0,0,0.0,2,0.0,0.0
maranra01,Rabbit Maranville,1924,152,594,62,158,33,20,2,71.0,35,0.0,0.0
sislege01,George Sisler,1924,151,636,94,194,27,10,9,74.0,31,0.0,3.0
jackstr01,Travis Jackson,1924,151,596,81,180,26,8,11,76.0,21,0.0,0.0
ricesa01,Sam Rice,1924,154,646,106,216,39,14,1,76.0,46,0.0,4.0
terrybi01,Bill Terry,1924,77,163,26,39,7,2,5,24.0,17,0.0,0.0
johnswa01,Walter Johnson,1924,39,113,18,32,9,0,1,14.0,3,0.0,1.0
wheatza01,Zack Wheat,1924,141,566,92,212,41,8,14,97.0,49,0.0,4.0
marquru01,Rube Marquard,1924,6,11,0,3,0,0,0,1.0,1,0.0,0.0
kellyge01,High Pockets Kelly,1924,144,571,91,185,37,9,21,136.0,38,0.0,5.0
hornsro01,Rogers Hornsby,1924,143,536,121,227,43,14,25,94.0,89,0.0,2.0
hoopeha01,Harry Hooper,1924,130,476,107,156,27,8,10,62.0,65,0.0,4.0
seweljo01,Joe Sewell,1924,153,594,99,188,45,5,4,106.0,67,0.0,2.0
pennohe01,Herb Pennock,1924,40,101,13,16,2,0,2,9.0,7,0.0,1.0
simmoal01,Al Simmons,1924,152,594,69,183,31,9,8,102.0,30,0.0,2.0
hoytwa01,Waite Hoyt,1924,46,75,8,10,2,0,0,3.0,3,0.0,0.0
alexape01,Pete Alexander,1924,21,65,3,15,2,0,1,10.0,2,0.0,0.0
faberre01,Red Faber,1924,21,54,6,8,0,0,0,1.0,7,0.0,0.0
lindsfr01,Freddie Lindstrom,1924,52,79,19,20,3,1,0,4.0,6,0.0,1.0
careyma01,Max Carey,1924,149,599,113,178,30,9,8,55.0,58,0.0,7.0
cuyleki01,Kiki Cuyler,1924,117,466,94,165,27,16,9,85.0,30,0.0,7.0
gehrich01,Charlie Gehringer,1924,5,13,2,6,0,0,0,1.0,0,0.0,0.0
covelst01,Stan Coveleski,1924,37,82,3,11,1,0,0,4.0,8,0.0,0.0
speaktr01,Tris Speaker,1924,135,486,94,167,36,9,9,65.0,72,0.0,4.0
grimebu01,Burleigh Grimes,1924,40,124,11,37,3,0,0,7.0,5,0.0,1.0
heilmha01,Harry Heilmann,1924,153,570,107,197,45,16,10,114.0,78,0.0,4.0
gehrilo01,Lou Gehrig,1924,10,12,2,6,1,0,0,5.0,1,0.0,0.0
cobbty01,Ty Cobb,1924,155,625,115,211,38,10,4,78.0,85,0.0,1.0
bottoji01,Jim Bottomley,1924,137,528,87,167,31,12,14,111.0,35,0.0,3.0
ruffire01,Red Ruffing,1924,8,7,0,1,0,1,0,0.0,0,0.0,0.0
friscfr01,Frankie Frisch,1924,145,603,121,198,33,15,7,69.0,56,0.0,2.0
roushed01,Edd Roush,1924,121,483,67,168,23,21,3,72.0,22,0.0,0.0
combsea01,Earle Combs,1924,24,35,10,14,5,0,0,2.0,4,0.0,0.0
wilsoha01,Hack Wilson,1924,107,383,62,113,19,12,10,57.0,44,0.0,1.0
vanceda01,Dazzy Vance,1924,35,106,7,16,0,0,2,11.0,10,0.0,1.0
lyonste01,Ted Lyons,1924,41,77,10,17,0,1,0,6.0,5,0.0,1.0
bancrda01,Dave Bancroft,1924,79,319,49,89,11,1,2,21.0,37,0.0,1.0
rixeyep01,Eppa Rixey,1924,35,84,10,18,4,0,1,7.0,4,0.0,1.0
collied01,Eddie Collins,1924,152,556,108,194,27,7,6,86.0,89,0.0,3.0
hafeych01,Chick Hafey,1924,24,91,10,23,5,2,2,22.0,4,0.0,1.0
manushe01,Heinie Manush,1924,120,422,83,122,24,8,9,68.0,27,0.0,16.0
haineje01,Jesse Haines,1924,35,74,3,14,1,0,0,7.0,2,0.0,0.0
youngro01,Ross Youngs,1924,133,526,112,187,33,12,10,74.0,77,0.0,3.0
ruthba01,Babe Ruth,1924,153,529,143,200,39,7,46,121.0,142,0.0,4.0
schalra01,Ray Schalk,1924,57,153,15,30,4,2,1,11.0,21,0.0,2.0
hartnga01,Gabby Hartnett,1924,111,354,56,106,17,7,16,67.0,39,0.0,5.0
gosligo01,Goose Goslin,1924,154,579,100,199,30,17,12,129.0,68,0.0,9.0
traynpi01,Pie Traynor,1924,142,545,86,160,26,13,5,82.0,37,0.0,1.0
bancrda01,Dave Bancroft,1925,128,479,75,153,29,8,2,49.0,64,0.0,0.0
